Facility Name,Address,City,Zipcode,Latitude,Longitude,Facility Group,Facility Subgroup,Facility Type
Upper Room Full Gospel Baptist Church,180 Van Buren Street,Brooklyn,11221,40.69029,-73.939246,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
New Gethsemane Baptist Church Feeding Program,209 Rochester Avenue,Brooklyn,11213,40.671704,-73.927791,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Imagine Foundation Inc,1465 East    7 Street,Brooklyn,11230,40.615145,-73.967054,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Crossroads Community Services,108 East   51 Street,New York,10022,40.757236,-73.973082,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Cathedral Community Cares,1047 Amsterdam Avenue,New York,10025,40.803746,-73.961662,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Montefiore Medical Ctr SATP OTP,3550 Jerome Avenue,Bronx,10467,40.883922,-73.879942,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
Hanson Place SDA Community Service,150 South Portland Avenue,Brooklyn,11217,40.684903,-73.974376,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Qsac  Inc.,253 West   35 Street,New York,10001,40.752695,-73.991998,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Elmhurst Hospital Center OTP,79-01 Broadway,Elmhurst,11373,40.74508,-73.885668,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
United Methodist Center in Far Rockaway,1032 Beach   19 Street,Far Rockaway,11691,40.603096,-73.751728,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Queens Opioid Treatment Clinic OTP,175-20 Hillside Avenue,Jamaica,11432,40.711657,-73.786888,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
Rhow Brooklyn Inc,360 Schermerhorn Street,Brooklyn,11217,40.686525,-73.980299,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
"Transitional Services For New York, Inc.",90-27 Sutphin Boulevard,Jamaica,11435,40.702437,-73.807826,Human Services,Programs for People with Disabilities,Adult Protective Services
"PROMESA, Inc. OTP",1776 Clay Avenue,Bronx,10457,40.846126,-73.904314,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
"Samaritan Daytop Village, Inc. OTP 1",477 Willis Avenue,Bronx,10455,40.814535,-73.919345,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
"Selfhelp Community Services, Inc.., -Cgp",520 8 Avenue,New York,10018,40.753617,-73.991905,Human Services,Programs for People with Disabilities,Adult Protective Services
East New York Clinic OTP,494 Dumont Avenue,Brooklyn,11207,40.665133,-73.900667,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
Shema Kolainu,4302 New Utrecht Avenue,Brooklyn,11219,40.641754,-73.994562,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Services For The Develop. Challenged,5475 Fieldston Road,Bronx,10471,40.903595,-73.901102,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Metropolitan Development Center,1049 38 Street,Brooklyn,11219,40.644552,-73.990787,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Kings County Hospital Medicaid Office,441 Clarkson Avenue,Brooklyn,11203,40.656638,-73.944933,Human Services,Financial Assistance and Social Services,Medicaid Offices
Southern Baptist Church,12 West  108 Street,New York,10025,40.799537,-73.96012,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
The Village Temple Soup Kitchen,33 East   12 Street,New York,10003,40.733896,-73.992212,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Sacred Heart of Jesus Church,457 West   51 Street,New York,10019,40.765186,-73.990572,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Church of St. Paul the Apostle,405 West   59 Street,New York,10023,40.769786,-73.985626,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Wellness Center at Melrose OTP,260 East  161 Street,Bronx,10451,40.825454,-73.919073,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
Harmony Services Inc,3820 14 Avenue,Brooklyn,11218,40.639638,-73.984147,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
0265 - Metro NY Ddso,25 Beaver Street,New York,10004,40.705335,-74.011993,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
St. Luke's Senior Community Program,777 East  222 Street,Bronx,10466,40.8851,-73.859011,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
The Hope Center Development Corporation,409 East   95 Street,Brooklyn,11212,40.657244,-73.918356,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Jasa Manhattan Office,247 West   37 Street,New York,10018,40.753985,-73.991229,Human Services,Programs for People with Disabilities,Adult Protective Services
Aabr  Inc.,15-08 College Point Boulevard,College Point,11356,40.783961,-73.846099,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Unit II OTP,2369 2 Avenue,New York,10035,40.800668,-73.935502,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
Community Food Program North Presbyterian Church,525 West  155 Street,New York,10032,40.832432,-73.944302,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Chinatown Medicaid Office,115 Chrystie Street,New York,10002,40.718681,-73.993908,Human Services,Financial Assistance and Social Services,Medicaid Offices
Angels Unaware  Inc.,1375 Nelson Avenue,Bronx,10452,40.841313,-73.923108,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Crossroads Unlimited  Inc.,1207 Castleton Avenue,Staten Is,10310,40.63425,-74.122701,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Ridgewood-Bushwick Sr. Citizens Council,76-01 Myrtle Avenue,Ridgewood,11385,40.70282,-73.872489,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Heartshare Human Services Of New York,12 Metrotech Center,Brooklyn,11201,40.694359,-73.986055,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Services For The Underserved  Inc.,305 7 Avenue,New York,10001,40.746647,-73.993367,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Unit I OTP,2369 2 Avenue,New York,10035,40.800668,-73.935502,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
Give Them To Eat,800 East  156 Street,Bronx,10455,40.817439,-73.904431,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Kings Co. Hosp. OTP 2,591 Kingston Avenue,Brooklyn,11203,40.659227,-73.941016,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
Bethel Gospel Tabernacle Church,110-25 Guy R Brewer Boulevard,Jamaica,11433,40.692745,-73.788116,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
VPD Treatment & Research Institute OTP,503 East   70 Street,New York,10021,40.765684,-73.954103,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
Yai - Young Adult Institute,460 West   34 Street,New York,10001,40.75406,-73.999009,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Institute For Community Living,125 Broad Street,New York,10004,40.702339,-74.010516,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Parental Loving Care  Inc.,26 Plank Road,Staten Is,10314,40.609172,-74.167355,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Broadway Community Inc.,601 West  114 Street,New York,10025,40.807077,-73.96517,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Staten Island University Hosp. OTP 1,111 Water Street,Staten Is,10304,40.627198,-74.077796,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
Masbia of Flatbush,1372 Coney Island Avenue,Brooklyn,11230,40.624045,-73.965393,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Modest Community Services Assn  Inc.,88 New Dorp Plaza,Staten Is,10306,40.572778,-74.117455,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Young Adults With Special Abilities,30-55 21 Street,Astoria,11102,40.768308,-73.928658,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
St. George's Episcopal Church,800 Marcy Avenue,Brooklyn,11216,40.686297,-73.947818,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
New York Service For The Handicapped,1140 Broadway,New York,10001,40.74393,-73.98871,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
PSch Inc,142-02 20 Avenue,Whitestone,11357,40.78053,-73.827459,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Icl - Joselow House  Inc.,46 West   74 Street,New York,10023,40.778223,-73.97722,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Crossover Baptist Church Comm. Outreach Help Cntr.,358 Kosciuszko Street,Brooklyn,11221,40.691795,-73.940067,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Mt. Horeb Baptist Church,109-20 34 Avenue,Corona,11368,40.756088,-73.858814,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
The Door,555 Broome Street,New York,10013,40.72411,-74.005533,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Momentum Project Inc. @ St. Peter's Church,226 East 144th Street,Bronx,10452,40.837184,-73.921578,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Anibic  Inc.,61-35 220 Street,Oakland Gardens,11364,40.747793,-73.757115,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
"Samaritan Daytop Village, Inc. OTP",130-20 89 Road,Richmond Hill,11418,40.699545,-73.820227,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
Macedonia AME Church,37-22 Union Street,Flushing,11354,40.761783,-73.827546,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Sprout  Inc.,270 West   96 Street,New York,10025,40.794829,-73.972853,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
St. Stephen Outreach Inc.,874 Myrtle Avenue,Brooklyn,11206,40.695366,-73.947115,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Job Path  Inc.,22 West   38 Street,New York,10018,40.751279,-73.98402,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Mt.Olivet Baptist Church Community Meal Program,201 Lenox Avenue,New York,10027,40.804936,-73.948074,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Visions,500 Greenwich Street,New York,10013,40.725499,-74.009424,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Help On The Way  Inc.,1338 Southern Boulevard,Bronx,10459,40.831852,-73.890769,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Maidstone Foundation  Inc.,1225 Broadway,New York,10001,40.746594,-73.988896,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Paul J. Cooper Ctr For Human Svcs,510 Gates Avenue,Brooklyn,11216,40.686567,-73.945331,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Epilepsy Institute  Inc.,65 Broadway,New York,10006,40.707324,-74.012655,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Temple Sharaay Tefila,250 East   79 Street,New York,10075,40.773233,-73.955553,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Christian Fellowship SDA Community Svcs- S.K.,777 Schenectady Avenue,Brooklyn,11203,40.65425,-73.933251,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Acts Community Development Corporation,2114 Mermaid Avenue,Brooklyn,11224,40.576037,-73.988416,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Otsar,2334 West   13 Street,Brooklyn,11223,40.590462,-73.983287,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
0235 - Brooklyn Ddso,888 Fountain Avenue,Brooklyn,11208,40.656051,-73.865473,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Carlos Pagan Recovery Center OTP,553 Court Street,Brooklyn,11231,40.673348,-73.99997,Health Care,Chemical Dependency,Opioid Treatment Program Chemical Dependency
Catholic Charities Neighborhood Svcs Inc,191 Joralemon Street,Brooklyn,11201,40.692814,-73.991767,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Unique Care Community Services  Inc.,2046 East   64 Street,Brooklyn,11234,40.616972,-73.913372,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Jackson Heights SDA,72-25 Woodside Avenue,Woodside,11377,40.743253,-73.891842,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
SNAP SSI Office,253 Schermerhorn Street,Brooklyn,11201,40.688614,-73.984055,Human Services,Financial Assistance and Social Services,SNAP Centers
Hope City Empowerment Center,650 Washington Avenue,Brooklyn,11238,40.678872,-73.96425,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
General Human Outreach In The Community,125-10 Queens Boulevard,Kew Gardens,11415,40.711989,-73.826521,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
University Community Social Services,137 East    2 Street,New York,10009,40.723004,-73.986351,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Thurston Memorial Outreach Ministries,1243 Bushwick Avenue,Brooklyn,11221,40.687869,-73.914623,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Midwood Development Corp.,1416 Avenue M,Brooklyn,11230,40.617803,-73.960383,Human Services,Programs for People with Disabilities,Programs for People with Disabilities
Unitarian Church of All Souls,1157 Lexington Avenue,New York,10021,40.775307,-73.958606,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
Glover Memorial BC/Bread of Life Soup Kitchen,2134 Dean Street,Brooklyn,11233,40.674909,-73.91703,Human Services,Soup Kitchens and Food Pantries,Soup Kitchen
